category_id,category_name,subcategory_id,subcategory_name,product_id,product_code,product_name,product_second_name,product_type,unit_codes,line_count,invoice_count,customer_count,qty_sold,unit_qty_sold,sales_ex_vat,vat_allocated_from_invoice,sales_inc_vat_allocated,item_discount_total,first_sale_date,last_sale_date,avg_unit_price,avg_net_unit_price
2,"Airless Sprayer",,,179,88664098,"ข้อต่อสาย-Union 1/4to1/4",,standard,PCS,3,3,2,3.0000,3.0000,350.00,24.50,374.50,0.00,2026-05-04,2026-05-25,116.6667,116.6667
2,"Airless Sprayer",,,484,30600935,"No.31 Gauge-RB899",,standard,PCS,1,1,1,1.0000,1.0000,327.10,22.90,350.00,0.00,2026-05-25,2026-05-25,327.1000,327.1000
1,"Missing category 1",,,33,58781023,"แผ่นกระดาษทราย-SandPaper No.40 for psm370 ",,standard,แผ่น,1,1,1,5.0000,5.0000,320.00,22.40,342.40,0.00,2026-05-15,2026-05-15,64.0000,64.0000
2,"Airless Sprayer",,,152,63411091,"NO.3 Copper pad Oultel vevle -แหวนทองแดง RB899",,standard,PCS,2,2,2,3.0000,3.0000,293.46,20.54,314.00,0.00,2026-05-12,2026-05-25,96.7300,96.7300
1,"Missing category 1",,,141,31943855,"ลูกปืน-Bearing No.6202",,standard,PCS,1,1,1,1.0000,1.0000,250.00,17.50,267.50,0.00,2026-05-25,2026-05-25,250.0000,250.0000
2,"Airless Sprayer",,,327,30650677,"RB-GF30mesh Green airless spray gun filterใส้กรองปืนสีเขียว",,standard,PCS,14,14,11,24.0000,24.0000,186.92,13.08,200.00,0.00,2026-05-04,2026-05-30,6.6757,6.6757
2,"Airless Sprayer",,,180,82114867,ค่าส่งแบบโอน,,service,PCS,2,2,2,2.0000,2.0000,173.26,12.13,185.39,0.00,2026-05-14,2026-05-15,86.6300,86.6300
30,"Drywall sander, wall sander",,,64,61332831,"กระดาษทรายขัดผนังหน้า 7 นิ้ว เบอร์180","180grits 180mm sandpaper ",standard,แผ่น,1,1,1,10.0000,10.0000,93.50,6.55,100.05,0.00,2026-05-14,2026-05-14,9.3500,9.3500
1,"Missing category 1",,,204,29146094,"เทปฟิล์มสำหรับงานพ่นสี พลาสติกปิดพ่นสี สำหรับรถ เทปกาวในตัว PE Masking Film with Tape ขนาด 55cm x25m",,standard,PCS,1,1,1,1.0000,1.0000,36.45,2.55,39.00,0.00,2026-05-04,2026-05-04,36.4500,36.4500
2,"Airless Sprayer",,,160,91383452,ใส้กรองปืนสีแดง,"RB-RF150mesh Red airless spray gun filter",standard,อัน,22,22,16,46.0000,46.0000,0.00,0.00,0.00,0.00,2026-05-04,2026-05-30,0.0000,0.0000
2,"Airless Sprayer",,,326,03379658,"RB-YF100mesh Yellow airless spray gun filterใส้กรองเหลือง",,standard,PCS,13,13,10,22.0000,22.0000,0.00,0.00,0.00,0.00,2026-05-04,2026-05-30,0.0000,0.0000
2,"Airless Sprayer",,,280,31563562,"Spray tip 415",,standard,PCS,14,14,11,15.0000,15.0000,0.00,0.00,0.00,0.00,2026-05-04,2026-05-30,0.0000,0.0000
2,"Airless Sprayer",,,283,36803270,"Spray tip 417",,standard,PCS,12,12,8,12.0000,12.0000,0.00,0.00,0.00,0.00,2026-05-08,2026-05-29,0.0000,0.0000
2,"Airless Sprayer",,,281,11523954,"Spray tip 421",,standard,PCS,11,11,6,11.0000,11.0000,0.00,0.00,0.00,0.00,2026-05-04,2026-05-30,0.0000,0.0000
2,"Airless Sprayer",,,304,14785828,"Spray tip 315",,standard,PCS,7,7,5,7.0000,7.0000,0.00,0.00,0.00,0.00,2026-05-19,2026-05-29,0.0000,0.0000
2,"Airless Sprayer",,,288,20013971,"Spray tip 211",,standard,PCS,6,6,6,6.0000,6.0000,0.00,0.00,0.00,0.00,2026-05-15,2026-05-27,0.0000,0.0000
2,"Airless Sprayer",,,98,74774312,"VC600 Dust Collector-เครื่องเก็บฝุ่นVC600","VC600 Dust Collector",standard,PCS,6,6,6,6.0000,6.0000,0.00,0.00,0.00,0.00,2026-05-07,2026-05-21,0.0000,0.0000
4,"Screw Pump",,,1058,24414829,"เครื่องผสมสี ปูน หัวเกลียว รุ่น RB-HM161 - Hand mixer HM-161",,standard,เครื่อง,6,6,4,6.0000,6.0000,0.00,0.00,0.00,0.00,2026-05-06,2026-05-28,0.0000,0.0000
5,"Paint and decorating",,,321,65415684,"4Meter Dust Suction Pipe Blue-สายดูดฝุ่น4m.","4Meter Dust Suction Pipe Blue",standard,PCS,5,5,5,5.0000,5.0000,0.00,0.00,0.00,0.00,2026-05-08,2026-05-21,0.0000,0.0000
5,"Paint and decorating",,,337,10775560,ถังเก็บฝุ่น,,standard,SET,5,5,5,5.0000,5.0000,0.00,0.00,0.00,0.00,2026-05-08,2026-05-21,0.0000,0.0000
38,"WALL CHASERS",,,596,62810087,"1Meter Dust Suction Pipe Blue-สายดูดฝุ่น1m.","1Meter Dust Suction Pipe Blue",standard,PCS,5,5,5,5.0000,5.0000,0.00,0.00,0.00,0.00,2026-05-08,2026-05-21,0.0000,0.0000
38,"WALL CHASERS",,,932,42962349,"50MM CYCLONE Dust collector - ถังไซโล ","50MM CYCLONE",standard,PCS,5,5,5,5.0000,5.0000,0.00,0.00,0.00,0.00,2026-05-08,2026-05-21,0.0000,0.0000
2,"Airless Sprayer",,,275,22129636,"Spray tip 217",,standard,PCS,4,4,4,4.0000,4.0000,0.00,0.00,0.00,0.00,2026-05-04,2026-05-30,0.0000,0.0000
2,"Airless Sprayer",,,287,85028638,"Spray tip 215",,standard,PCS,3,3,2,3.0000,3.0000,0.00,0.00,0.00,0.00,2026-05-25,2026-05-30,0.0000,0.0000
2,"Airless Sprayer",,,157,44810461,"Spray tip 317",,standard,อัน,3,3,3,3.0000,3.0000,0.00,0.00,0.00,0.00,2026-05-05,2026-05-22,0.0000,0.0000
2,"Airless Sprayer",,,158,84165112,"Spray tip 209",,standard,อัน,2,2,2,2.0000,2.0000,0.00,0.00,0.00,0.00,2026-05-05,2026-05-23,0.0000,0.0000
2,"Airless Sprayer",,,289,60767201,"Spray tip 319",,standard,PCS,2,2,1,2.0000,2.0000,0.00,0.00,0.00,0.00,2026-05-25,2026-05-25,0.0000,0.0000
1,"Missing category 1",,,115,67563618,"water pump-wall chaser-ปั้มน้ำเครื่องกรีดผนังระบบน้ำ",,standard,PCS,2,2,2,2.0000,2.0000,0.00,0.00,0.00,0.00,2026-05-08,2026-05-21,0.0000,0.0000
1,"Missing category 1",,,51,24349599,"ไม้ปาดปูน-1.5meter scraper",,standard,อัน,2,2,2,2.0000,2.0000,0.00,0.00,0.00,0.00,2026-05-06,2026-05-28,0.0000,0.0000
2,"Airless Sprayer",,,303,63062851,"Spray tip 115",,standard,PCS,1,1,1,1.0000,1.0000,0.00,0.00,0.00,0.00,2026-05-07,2026-05-07,0.0000,0.0000
2,"Airless Sprayer",,,297,73403617,"Spray tip 117",,standard,PCS,1,1,1,1.0000,1.0000,0.00,0.00,0.00,0.00,2026-05-07,2026-05-07,0.0000,0.0000
2,"Airless Sprayer",,,296,66015910,"Spray tip 219",,standard,PCS,1,1,1,1.0000,1.0000,0.00,0.00,0.00,0.00,2026-05-22,2026-05-22,0.0000,0.0000
2,"Airless Sprayer",,,302,68321792,"Spray tip 511",,standard,PCS,1,1,1,1.0000,1.0000,0.00,0.00,0.00,0.00,2026-05-22,2026-05-22,0.0000,0.0000
2,"Airless Sprayer",,,163,91102640,"Universal jointer-ข้อต่อ 360องศา",,standard,SET,1,1,1,1.0000,1.0000,0.00,0.00,0.00,0.00,2026-05-26,2026-05-26,0.0000,0.0000
46,"Wall Polishing Machine",,,118,09437861,"ด้ามต่อเครื่องปั่นหน้าปูน รุ่นPSM370","Extend tube  wet cement sanding  PSM -300",standard,PCS,1,1,1,1.0000,1.0000,0.00,0.00,0.00,0.00,2026-05-20,2026-05-20,0.0000,0.0000
